CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
FZ,1209,FLYDUBAI,2022-09-03T12:20:00,2022-09-03T12:19:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,"","",LANDED,נחתה
IZ,093,ARKIA  ISRAELI  AIRLINES,2022-09-03T11:45:00,2022-09-03T12:22:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,45-48,B,DEPARTED,המריאה
UA,085,UNITED AIRLINES,2022-09-03T12:00:00,2022-09-03T12:25:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,12-18,A,DEPARTED,המריאה
FR,7162,RYANAIR,2022-09-03T12:00:00,2022-09-03T12:29:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,56-64,C,DEPARTED,המריאה
AHS,OKXLS,AERO HANDLING,2022-09-03T17:00:00,2022-09-03T12:31:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,"","",DEPARTED,המריאה
FR,6472,RYANAIR,2022-09-03T12:05:00,2022-09-03T12:31:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,"","",LANDED,נחתה
FR,1705,RYANAIR,2022-09-03T11:50:00,2022-09-03T12:36:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,56-64,C,DEPARTED,המריאה
BZ,112,BLUE BIRD AIRWAYS,2022-09-03T12:40:00,2022-09-03T12:40:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,46-48,B,CANCELED,מבוטלת
W6,2326,WIZZAIR,2022-09-03T12:00:00,2022-09-03T12:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,26-33,A,DEPARTED,המריאה
JU,8253,AIR SERBIA,2022-09-03T10:30:00,2022-09-03T12:45:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,34-39,B,DEPARTED,המריאה
TK,785,TURKISH AIRLINES,2022-09-03T10:30:00,2022-09-03T12:45:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,34-39,B,DEPARTED,המריאה
6E,4040,INDIGO AIRLINES,2022-09-03T10:30:00,2022-09-03T12:45:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,34-39,B,DEPARTED,המריאה
MS,592,EGYPTAIR AIRLINES,2022-09-03T12:15:00,2022-09-03T12:47:00,D,CAI,CAIRO INTERNATIONAL,קהיר,CAIRO,מצרים,EGYPT,3,9-11,A,DEPARTED,המריאה
FR,6755,RYANAIR,2022-09-03T12:10:00,2022-09-03T12:51:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,56-64,C,DEPARTED,המריאה
LY,882,EL AL ISRAEL AIRLINES,2022-09-03T10:30:00,2022-09-03T13:02:00,A,LGG,LIEGE,ליאז,LIEGE,בלגיה,BELGIUM,3,"","",LANDED,נחתה
EJU,7933,EASYJET EUROPE AIRLINE,2022-09-03T13:15:00,2022-09-03T13:06:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,"","",LANDED,נחתה
XC,491,CORONDON AIRLINES,2022-09-03T13:00:00,2022-09-03T13:09:00,A,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,"","",LANDED,נחתה
TWI,502,TAILWIND AIRLINES,2022-09-03T12:35:00,2022-09-03T13:10:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,40-42,B,DEPARTED,המריאה
487,4XCPY,נניח אחזקות י.פ בעמ,2022-09-03T14:00:00,2022-09-03T13:13:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,"","",LANDED,נחתה
IZ,1841,ARKIA  ISRAELI  AIRLINES,2022-09-03T13:00:00,2022-09-03T13:18:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,DEPARTED,המריאה
BZ,751,BLUE BIRD AIRWAYS,2022-09-03T13:20:00,2022-09-03T13:24:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,"","",LANDED,נחתה
TK,794,TURKISH AIRLINES,2022-09-03T13:25:00,2022-09-03T13:25:00,A,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",LANDED,נחתה
QAS,MSEXY,QUALITY AIR SERVICES,2022-09-03T13:15:00,2022-09-03T13:28:00,A,JMK,MIKONOS,מיקונוס,MYKONOS,יוון,GREECE,3,"","",LANDED,נחתה
BZ,112,BLUE BIRD AIRWAYS,2022-09-03T13:20:00,2022-09-03T13:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,42-44,B,DEPARTED,המריאה
QAS,N383L,QUALITY AIR SERVICES,2022-09-03T13:30:00,2022-09-03T13:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",CANCELED,מבוטלת
W6,4605,WIZZAIR,2022-09-03T13:20:00,2022-09-03T13:31:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,"","",LANDED,נחתה
FR,2006,RYANAIR,2022-09-03T11:45:00,2022-09-03T13:32:00,D,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3,56-64,C,DEPARTED,המריאה
TK,6379,TURKISH AIRLINES,2022-09-03T14:40:00,2022-09-03T13:46:00,A,ADB,IZMIR-ADNAN MENDERES,איזמיר,IZMIR,טורקיה,TURKEY,3,"","",LANDED,נחתה
W6,2812,WIZZAIR,2022-09-03T12:45:00,2022-09-03T13:54:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,26-33,A,DEPARTED,המריאה
EK,2364,EMIRATES,2022-09-03T13:25:00,2022-09-03T14:01:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,19-21,A,DEPARTED,המריאה
FZ,1210,FLYDUBAI,2022-09-03T13:25:00,2022-09-03T14:01:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,19-21,A,DEPARTED,המריאה
3U,3780,SICHUAN AIRLINES,2022-09-03T13:00:00,2022-09-03T14:03:00,D,CTU,CHENGDU,צ'נגדו,CHENGDU,סין,CHINA,3,"","",DEPARTED,המריאה
XC,492,CORONDON AIRLINES,2022-09-03T14:00:00,2022-09-03T14:05:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,"","",DEPARTED,המריאה
TK,7669,TURKISH AIRLINES,2022-09-03T11:15:00,2022-09-03T14:07:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,34-39,B,DEPARTED,המריאה
XQ,206,SUN EXPRESS,2022-09-03T13:45:00,2022-09-03T14:08:00,A,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,"","",LANDED,נחתה
AZ,806,ITALIA TRASPORTO AEREO,2022-09-03T14:00:00,2022-09-03T14:11:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",LANDED,נחתה
DL,6672,DELTA AIRLINES,2022-09-03T14:00:00,2022-09-03T14:11:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",LANDED,נחתה
JU,7378,AIR SERBIA,2022-09-03T14:00:00,2022-09-03T14:11:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",LANDED,נחתה
311,N983C,שינו תעופה,2022-09-03T16:00:00,2022-09-03T14:13:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,"","",DEPARTED,המריאה
LAU,4KJJ8,LAUFER GHI,2022-09-03T14:10:00,2022-09-03T14:15:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,"","",LANDED,נחתה
FR,6473,RYANAIR,2022-09-03T12:55:00,2022-09-03T14:17:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,56-64,C,DEPARTED,המריאה
IZ,815,ARKIA  ISRAELI  AIRLINES,2022-09-03T14:30:00,2022-09-03T14:28:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,DEPARTED,המריאה
BZ,752,BLUE BIRD AIRWAYS,2022-09-03T14:30:00,2022-09-03T14:30:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,"","",CANCELED,מבוטלת
EJU,7934,EASYJET EUROPE AIRLINE,2022-09-03T14:20:00,2022-09-03T14:30:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,65-70,C,DEPARTED,המריאה
BZ,752,BLUE BIRD AIRWAYS,2022-09-03T14:20:00,2022-09-03T14:32:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,48-50,B,DEPARTED,המריאה
BZ,702,BLUE BIRD AIRWAYS,2022-09-03T14:20:00,2022-09-03T14:34:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,45-47,B,DEPARTED,המריאה
AF,962,AIR FRANCE,2022-09-03T14:40:00,2022-09-03T14:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",CANCELED,מבוטלת
DL,8457,DELTA AIRLINES,2022-09-03T14:40:00,2022-09-03T14:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",CANCELED,מבוטלת
PC,789,PEGASUS AIRLINES,2022-09-03T13:55:00,2022-09-03T14:41:00,A,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,"","",LANDED,נחתה
6H,174,ISRAIR AIRLINES,2022-09-03T14:00:00,2022-09-03T14:43:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,"","",LANDED,נחתה
BA,165,BRITISH AIRWAYS PLC,2022-09-03T14:50:00,2022-09-03T14:48:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,"","",LANDED,נחתה
OS,857,AUSTRIAN AIRLINES,2022-09-03T14:45:00,2022-09-03T14:52:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,"","",LANDED,נחתה
W6,5097,WIZZAIR,2022-09-03T15:00:00,2022-09-03T14:57:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,"","",LANDED,נחתה
JU,8266,AIR SERBIA,2022-09-03T14:20:00,2022-09-03T14:59:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,34-38,B,DEPARTED,המריאה
TK,795,TURKISH AIRLINES,2022-09-03T14:20:00,2022-09-03T14:59:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,34-38,B,DEPARTED,המריאה
6E,4042,INDIGO AIRLINES,2022-09-03T14:20:00,2022-09-03T14:59:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,34-38,B,DEPARTED,המריאה
EY,599,ETIHAD AIRWAYS,2022-09-03T14:30:00,2022-09-03T15:03:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-18,A,DEPARTED,המריאה
LY,9601,EL AL ISRAEL AIRLINES,2022-09-03T14:30:00,2022-09-03T15:03:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-18,A,DEPARTED,המריאה
W6,4606,WIZZAIR,2022-09-03T14:10:00,2022-09-03T15:06:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,23-25,A,DEPARTED,המריאה
EZY,2083,EASYJET,2022-09-03T14:25:00,2022-09-03T15:10:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,"","",LANDED,נחתה
XQ,207,SUN EXPRESS,2022-09-03T14:45:00,2022-09-03T15:19:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,2-4,A,DEPARTED,המריאה
PC,783,PEGASUS AIRLINES,2022-09-03T15:15:00,2022-09-03T15:20:00,A,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",LANDED,נחתה
AC,9020,AIR CANADA,2022-09-03T15:25:00,2022-09-03T15:23:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",LANDED,נחתה
LH,686,LUFTHANSA,2022-09-03T15:25:00,2022-09-03T15:23:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",LANDED,נחתה
NH,5459,ALL NIPPON AIRWAYS,2022-09-03T15:25:00,2022-09-03T15:23:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",LANDED,נחתה
SN,7173,BRUSSELS AIRLINES,2022-09-03T15:25:00,2022-09-03T15:23:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",LANDED,נחתה
UA,9120,UNITED AIRLINES,2022-09-03T15:25:00,2022-09-03T15:23:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",LANDED,נחתה
IZ,1842,ARKIA  ISRAELI  AIRLINES,2022-09-03T15:45:00,2022-09-03T15:26:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",LANDED,נחתה
U8,1843,TUS AIRWAYS,2022-09-03T15:15:00,2022-09-03T15:30:00,A,PVK,PREVEZA,פרבצה,PREVEZA,יוון,GREECE,3,"","",LANDED,נחתה
LH,8344,LUFTHANSA,2022-09-03T15:00:00,2022-09-03T15:34:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",LANDED,נחתה
LAU,4KJJ8,LAUFER GHI,2022-09-03T15:10:00,2022-09-03T15:40:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,"","",DEPARTED,המריאה
W6,4217,WIZZAIR,2022-09-03T15:25:00,2022-09-03T15:41:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,"","",LANDED,נחתה
QAS,N838L,QUALITY AIR SERVICES,2022-09-03T16:00:00,2022-09-03T15:44:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",LANDED,נחתה
LAU,OKHWK,LAUFER GHI,2022-09-03T15:45:00,2022-09-03T15:47:00,A,IBZ,IBIZA,איביזה,IBIZA,ספרד,SPAIN,3,"","",LANDED,נחתה
MNB,640,MNG CARGO AIRLINES,2022-09-03T16:00:00,2022-09-03T15:49:00,A,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",LANDED,נחתה
PC,790,PEGASUS AIRLINES,2022-09-03T14:55:00,2022-09-03T15:49:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,71-74,C,DEPARTED,המריאה
HU,7978,HAINAN AIRLINES,2022-09-03T15:50:00,2022-09-03T15:50:00,D,CTU,CHENGDU,צ'נגדו,CHENGDU,סין,CHINA,3,"","",CANCELED,מבוטלת
UA,090,UNITED AIRLINES,2022-09-03T16:20:00,2022-09-03T15:52:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,"","",LANDED,נחתה
TK,786,TURKISH AIRLINES,2022-09-03T15:45:00,2022-09-03T15:55:00,A,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",LANDED,נחתה
6E,4037,INDIGO AIRLINES,2022-09-03T15:45:00,2022-09-03T15:55:00,A,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",LANDED,נחתה
IZ,094,ARKIA  ISRAELI  AIRLINES,2022-09-03T16:15:00,2022-09-03T16:00:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,"","",LANDED,נחתה
LH,680,LUFTHANSA,2022-09-03T16:05:00,2022-09-03T16:04:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,"","",LANDED,נחתה
SN,7171,BRUSSELS AIRLINES,2022-09-03T16:05:00,2022-09-03T16:04:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,"","",LANDED,נחתה
UA,9471,UNITED AIRLINES,2022-09-03T16:05:00,2022-09-03T16:04:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,"","",LANDED,נחתה
AZ,807,ITALIA TRASPORTO AEREO,2022-09-03T15:15:00,2022-09-03T16:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,9-11,A,DEPARTED,המריאה
JU,7379,AIR SERBIA,2022-09-03T15:15:00,2022-09-03T16:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,9-11,A,DEPARTED,המריאה
BZ,111,BLUE BIRD AIRWAYS,2022-09-03T16:20:00,2022-09-03T16:08:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,"","",LANDED,נחתה
341,N467A,חץ תעופה,2022-09-03T16:00:00,2022-09-03T16:08:00,D,ADJ,AMMAN-MARKA,עמאן,AMMAN,ירדן,JORDAN,3,"","",DEPARTED,המריאה
TK,7712,TURKISH AIRLINES,2022-09-03T16:25:00,2022-09-03T16:11:00,A,DLM,DALAMAN,דאלאמן,DALAMAN,טורקיה,TURKEY,3,"","",LANDED,נחתה
UA,072,UNITED AIRLINES,2022-09-03T16:40:00,2022-09-03T16:14:00,A,IAD,WASHINGTON-DULLES,וושינגטון,WASHINGTON,ארצות הברית,UNITED STATES,3,"","",LANDED,נחתה
6H,517,ISRAIR AIRLINES,2022-09-03T15:15:00,2022-09-03T16:15:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,40-42,B,DEPARTED,המריאה
OS,858,AUSTRIAN AIRLINES,2022-09-03T15:35:00,2022-09-03T16:19:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,26-33,A,DEPARTED,המריאה
AA,146,AMERICAN AIRLINES,2022-09-03T17:00:00,2022-09-03T16:25:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,"","",LANDED,נחתה
AF,963,AIR FRANCE,2022-09-03T16:30:00,2022-09-03T16:30:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,51-55,B,CANCELED,מבוטלת
LH,8345,LUFTHANSA,2022-09-03T16:30:00,2022-09-03T16:30:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",DEPARTED,המריאה
EZY,2084,EASYJET,2022-09-03T15:20:00,2022-09-03T16:31:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,65-70,C,DEPARTED,המריאה
W6,5098,WIZZAIR,2022-09-03T15:50:00,2022-09-03T16:34:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,21-23,A,DEPARTED,המריאה
AZG,216,SILK WAY WEST AIRLINES,2022-09-03T03:00:00,2022-09-03T16:35:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,"","",LANDED,נחתה
341,4XCRZ,חץ תעופה,2022-09-03T19:45:00,2022-09-03T16:40:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,"","",DEPARTED,המריאה
LX,252,SWISS INT`L  AIRLINES,2022-09-03T16:50:00,2022-09-03T16:41:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,"","",LANDED,נחתה
QAS,N383L,QUALITY AIR SERVICES,2022-09-03T16:30:00,2022-09-03T16:52:00,D,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,3,"","",DEPARTED,המריאה
TK,6379,TURKISH AIRLINES,2022-09-03T16:10:00,2022-09-03T16:53:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",DEPARTED,המריאה
LY,811,EL AL ISRAEL AIRLINES,2022-09-03T12:30:00,2022-09-03T17:00:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",CANCELED,מבוטלת
QAS,N383L,QUALITY AIR SERVICES,2022-09-03T14:30:00,2022-09-03T17:00:00,D,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,3,"","",DEPARTED,המריאה
WZ,015,RED WINGS AIRLINES,2022-09-03T16:55:00,2022-09-03T17:00:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,"","",LANDED,נחתה
PC,784,PEGASUS AIRLINES,2022-09-03T16:15:00,2022-09-03T17:03:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,74-77,C,DEPARTED,המריאה
IZ,828,ARKIA  ISRAELI  AIRLINES,2022-09-03T17:25:00,2022-09-03T17:05:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",LANDED,נחתה
BA,164,BRITISH AIRWAYS PLC,2022-09-03T16:40:00,2022-09-03T17:06:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,12-18,A,DEPARTED,המריאה
IZ,1843,ARKIA  ISRAELI  AIRLINES,2022-09-03T16:50:00,2022-09-03T17:08:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,DEPARTED,המריאה
311,N983C,שינו תעופה,2022-09-03T18:45:00,2022-09-03T17:08:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,"","",LANDED,נחתה
LH,687,LUFTHANSA,2022-09-03T16:30:00,2022-09-03T17:11:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,26-33,A,DEPARTED,המריאה
SN,7174,BRUSSELS AIRLINES,2022-09-03T16:30:00,2022-09-03T17:11:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,26-33,A,DEPARTED,המריאה
UA,9123,UNITED AIRLINES,2022-09-03T16:30:00,2022-09-03T17:11:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,26-33,A,DEPARTED,המריאה
U8,107,TUS AIRWAYS,2022-09-03T16:15:00,2022-09-03T17:17:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,43-46,B,DEPARTED,המריאה
QAS,9HVFC,QUALITY AIR SERVICES,2022-09-03T18:00:00,2022-09-03T17:20:00,A,ADJ,AMMAN-MARKA,עמאן,AMMAN,ירדן,JORDAN,3,"","",LANDED,נחתה
W6,4218,WIZZAIR,2022-09-03T16:15:00,2022-09-03T17:20:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,19-21,A,DEPARTED,המריאה
6H,513,ISRAIR AIRLINES,2022-09-03T17:20:00,2022-09-03T17:20:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,40-42,B,CANCELED,מבוטלת
FX,6293,FEDERAL EXPRESS,2022-09-03T05:35:00,2022-09-03T17:28:00,A,CGN,COLOGNE-BONN,קלן,COLOGNE,גרמניה,GERMANY,3,"","",LANDED,נחתה
BZ,694,BLUE BIRD AIRWAYS,2022-09-03T17:20:00,2022-09-03T17:30:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,"","",DEPARTED,המריאה
MNB,641,MNG CARGO AIRLINES,2022-09-03T17:30:00,2022-09-03T17:32:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",DEPARTED,המריאה
DL,234,DELTA AIRLINES,2022-09-03T17:35:00,2022-09-03T17:33:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,"","",LANDED,נחתה
6H,354,ISRAIR AIRLINES,2022-09-03T16:45:00,2022-09-03T17:36:00,A,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3,"","",LANDED,נחתה
EJU,4783,EASYJET EUROPE AIRLINE,2022-09-03T17:30:00,2022-09-03T17:40:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,"","",LANDED,נחתה
EK,931,EMIRATES,2022-09-03T18:00:00,2022-09-03T17:43:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,"","",LANDED,נחתה
FR,6746,RYANAIR,2022-09-03T18:10:00,2022-09-03T17:47:00,A,CRL,BRUSSELS -  CHARLEROI,בריסל - שרלרואה,BRUSSELS,בלגיה,BELGIUM,3,"","",LANDED,נחתה
TK,7713,TURKISH AIRLINES,2022-09-03T17:20:00,2022-09-03T17:48:00,D,DLM,DALAMAN,דאלאמן,DALAMAN,טורקיה,TURKEY,3,34-39,B,DEPARTED,המריאה
QAS,9HVJM,QUALITY AIR SERVICES,2022-09-03T17:55:00,2022-09-03T17:50:00,A,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,"","",LANDED,נחתה
FR,8909,RYANAIR,2022-09-03T17:45:00,2022-09-03T17:51:00,A,BRI,BARI -PALESE MACCHIE,בארי,BARI,איטליה,ITALY,3,"","",LANDED,נחתה
TK,787,TURKISH AIRLINES,2022-09-03T16:40:00,2022-09-03T17:51:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,34-38,B,DEPARTED,המריאה
6E,4044,INDIGO AIRLINES,2022-09-03T16:40:00,2022-09-03T17:51:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,34-38,B,DEPARTED,המריאה
IZ,1805,ARKIA  ISRAELI  AIRLINES,2022-09-03T17:50:00,2022-09-03T17:54:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,DEPARTED,המריאה
AA,052,AMERICAN AIRLINES,2022-09-03T18:00:00,2022-09-03T17:57:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,"","",LANDED,נחתה
LH,681,LUFTHANSA,2022-09-03T17:10:00,2022-09-03T17:57:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,26-33,A,DEPARTED,המריאה
SN,7172,BRUSSELS AIRLINES,2022-09-03T17:10:00,2022-09-03T17:57:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,26-33,A,DEPARTED,המריאה
EJU,1655,EASYJET EUROPE AIRLINE,2022-09-03T17:50:00,2022-09-03T17:59:00,A,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,"","",LANDED,נחתה
